Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
It's time to wake up	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Time to get up	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Wishing you a good morning	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Oh hey good morning	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Morning sunshine	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Morning pal	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Morning dude	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Morning bot	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Time to rise and shine	Morning!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	84	
Have yourself a good night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Pleasant dreams	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Don't let the bedbugs bite	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm going to sleep	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm going to bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm turning in	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
See you tomorrow morning	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Good night bot	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Shutting down for the night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm headed off to sleep	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm headed off to bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I am heading to sleep	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I am heading to bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I am headed to bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Buenas noches	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Have yourself a lovely night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm heading to sleep	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Have a good night bot	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Have a good night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Good night to you	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Good night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
G'night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Hope you have a good night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Nighty night, don't let the bed bugs bite	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Time to sleep	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Time to go to sleep	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Time for bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Sweet dreams	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Sleep well	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm headed to bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm heading to bed	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Nighty night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Nighters	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Night bot	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm turning in for the night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
I'm shutting down for the night	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
Time to turn in	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
See you in the morning	Nighty night!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	85	
How'd you sleep last night?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Are you doing good?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Are you feeling well?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How is the day treating you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Are you feeling OK?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's it hangin?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's tricks?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Are you doing OK?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Hey, how are you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are you feeling?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are ya?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are things?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are you going?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How art thou?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Greetings, Bot. How are you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Are you feeling good?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Are you doing well?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are things going?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's it going?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Say, how are you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's the day treating you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's life?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's life treating you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How are you today?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
Yo, how are you?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How you doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How you doing bot?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How ya doing?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How is the day treating ya?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How's it hanging?	I'm doing great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	86	
How is your Tuesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Friday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Saturday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Have you been enjoying the day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Thursday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Monday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Wednesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Tuesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Friday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your day so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your day going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your day going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Wednesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Wednesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Wednesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Wednesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Wednesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Tuesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Tuesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Thursday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Thursday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Thursday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Thursday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is the day going thus far?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is the day going so far?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Sunday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Tuesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Sunday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Alright, tell me about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Wednesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Tuesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Tuesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Tuesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Thursday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Thursday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Thursday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Friday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Sunday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Saturday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Monday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Monday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have a groovy day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Sunday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Have a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Have a fun day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Has it been a swell day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Has it been a super day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Has it been a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Give me the details about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Dude I wanna hear about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Do me a favor and tell me about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Dish about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Having a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have a lovely day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How are you doing on this day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have a good day or a bad day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have a fun day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have a decent day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you enjoy your day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you enjoy the day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Been having a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Are you having a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Are you having a good day today?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Are you having a good day so far?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Did you have an okay day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your tuesday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Wednesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Saturday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Saturday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Monday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Monday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Monday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Friday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Friday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your wednesday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your thursday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your sunday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your saturday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your monday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your friday been?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your day been thus far?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your day been so far?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has your day been going?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How has the day been treating ya?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How are you doing today?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is Friday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Thursday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Thursday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Sunday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Sunday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Sunday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Sunday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Saturday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Saturday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Saturday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your Wednesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Monday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Tuesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Monday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Monday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Friday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Friday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Friday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your day so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your day going?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your day going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Saturday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your week going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
You been enjoying the day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
You been digging the day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
What's going on with your day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
What was your day like?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
What has your day been like?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Tell me all about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Tell me about how your day was?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
Talk about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
So have you been having a good day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
I want the scoop on your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Thursday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your week so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Thursday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your week going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your week	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Wednesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Wednesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Wednesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Tuesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Tuesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your Tuesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Wednesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
I wanna know all about your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Monday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's your day going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Friday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Friday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Friday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Friday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your week	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Wednesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Tuesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Thursday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Sunday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Monday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Saturday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Monday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Friday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your day so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your day	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was this lovely day for you then?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was the day for you?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your week so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your week going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your week going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How is your week	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How was your Saturday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's the day going so far?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
You enjoying the day?	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Wednesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Wednesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Wednesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Tuesday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Tuesday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Tuesday going	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Tuesday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Thursday so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Thursday going so far	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
How's Monday	Great, thanks for asking!	qna_chitchat_Friendly	editorial:chitchat	[]	False	[]	87	
